datetime,Vancouver,Portland,San Francisco,Seattle,Los Angeles,San Diego,Las Vegas,Phoenix,Albuquerque,Denver,San Antonio,Dallas,Houston,Kansas City,Minneapolis,Saint Louis,Chicago,Nashville,Indianapolis,Atlanta,Detroit,Jacksonville,Charlotte,Miami,Pittsburgh,Toronto,Philadelphia,New York,Montreal,Boston,Beersheba,Tel Aviv District,Eilat,Haifa,Nahariyya,Jerusalem
2017-10-04 14:00:00,278.89,278.26,282.26,278.43,287.24,286.82,288.6,292.92,291.63,281.5,298.28,296.96,297.95,290.66,281.08,294.41,293.96,292.15,292.67,291.13,295.24,299.56,290.51,300.17,290.83,294.16,289.72,289.98,289.15,287.63,298.742,300.71,305.17,301.34,301.22,300.76
2017-10-04 15:00:00,278.68,278.64,282.09,278.34,286.68,286.44,289.93,292.85,292.88,282.51,298.66,297.35,299.71,290.64,282.38,295.98,293.78,295.55,292.68,292.54,295.64,299.8,293.32,300.07,293.98,294.81,292.05,291.73,290.8,290.73,298.742,299.71,305.15,300.15,300.15,299.76
2017-10-04 16:00:00,279.71,281.58,284.33,278.63,288.32,288.67,291.97,295.74,293.9,284.06,298.9,298.71,300.59,290.49,284.15,296.56,293.24,297.35,292.94,295.23,296.7,300.81,294.98,300.94,295.62,295.75,294.06,293.65,293.12,292.81,298.742,298.71,305.15,299.15,299.15,298.76
2017-10-04 17:00:00,283.71,283.68,287.15,281.44,291.15,291.28,294.35,298.85,294.4,285.94,298.71,299.09,300.85,290.15,285.38,297.75,292.34,298.15,293.12,296.65,298.26,301.64,296.5,302.71,296.0,297.41,294.42,293.91,295.45,294.45,293.271,298.15,304.15,299.15,299.15,298.15
2017-10-04 18:00:00,286.14,288.14,289.82,284.02,292.85,293.54,295.52,301.71,295.29,287.95,300.04,300.9,301.85,289.49,286.15,298.56,292.8,299.74,294.77,297.55,299.05,301.48,297.56,302.59,298.98,295.56,296.15,296.23,296.12,295.91,293.271,298.15,302.15,299.296,299.296,298.15
2017-10-04 19:00:00,287.98,289.58,291.92,286.44,294.68,295.37,296.54,304.48,296.63,289.61,301.37,302.08,303.35,289.49,286.61,299.01,293.07,300.35,295.62,298.69,298.15,301.82,298.48,300.85,300.32,295.75,296.9,296.91,297.45,296.99,293.271,298.15,302.15,299.296,299.296,298.15
2017-10-04 20:00:00,289.21,291.73,293.61,288.59,296.09,296.64,297.95,306.15,297.86,291.51,302.59,302.55,304.37,289.64,287.22,299.15,293.99,300.34,295.32,299.42,298.27,301.47,299.33,298.72,300.16,295.34,296.88,297.0,297.8,297.53,289.246,297.71,300.15,299.446,299.446,297.76
2017-10-04 21:00:00,288.99,293.35,295.48,290.03,297.34,297.15,298.36,306.95,298.3,292.03,303.05,303.15,304.48,290.02,288.08,299.01,294.81,300.95,296.66,299.94,297.84,301.48,299.23,298.17,299.86,295.51,296.65,296.9,296.81,297.15,289.246,297.15,300.15,299.446,299.446,297.15
2017-10-04 22:00:00,289.8,294.63,297.48,290.95,298.09,297.73,299.35,307.95,299.4,293.17,303.16,303.47,304.06,289.82,288.15,298.75,295.08,300.34,296.97,299.7,298.05,301.15,298.73,298.61,299.15,295.53,295.99,295.9,294.5,296.01,289.246,296.15,299.15,299.446,299.446,296.15
2017-10-04 23:00:00,290.22,294.77,298.07,291.85,299.04,297.73,299.64,308.37,297.87,293.38,303.54,302.78,302.65,289.83,288.08,298.27,294.37,298.54,296.99,298.75,297.75,300.15,295.31,298.66,297.31,292.98,293.99,294.06,294.44,294.16,287.158,295.15,291.758,299.408,299.408,295.15
2017-10-05 00:00:00,290.83,294.15,297.98,292.05,299.21,297.3,299.65,308.82,296.38,292.5,302.5,302.09,302.27,289.85,286.51,297.57,293.08,294.73,295.59,296.7,296.92,298.65,291.65,299.4,295.6,292.57,292.32,293.41,293.43,292.7,287.158,294.15,291.758,299.408,299.408,294.15
2017-10-05 01:00:00,290.43,293.43,297.41,291.75,298.6,296.0,299.48,308.25,293.87,289.95,300.73,299.89,299.81,289.66,284.23,296.86,291.16,292.73,294.37,294.15,294.95,298.33,289.65,299.16,295.02,291.58,290.97,292.37,293.46,291.93,287.158,294.15,297.15,299.408,299.408,294.15
2017-10-05 02:00:00,288.45,291.08,295.27,290.95,297.21,294.53,297.99,307.4,292.66,287.94,299.28,298.77,299.26,289.66,282.01,296.28,290.46,291.53,293.36,292.23,294.27,298.16,288.73,298.92,294.75,290.36,290.4,292.39,292.15,291.38,285.996,294.15,290.146,299.196,299.196,294.15
2017-10-05 03:00:00,285.61,287.58,291.94,288.26,294.74,293.3,295.99,305.59,292.64,286.94,298.6,297.96,298.59,289.49,280.85,295.85,289.23,290.53,293.73,290.84,293.25,298.16,287.55,299.78,294.76,288.88,290.05,291.64,291.8,290.4,285.996,294.15,290.146,298.15,298.15,294.15
2017-10-05 04:00:00,283.56,285.78,290.01,286.04,293.78,291.83,292.79,304.15,292.38,286.15,298.64,297.77,298.48,289.49,280.15,295.16,289.54,290.36,294.18,289.35,291.96,297.54,286.72,299.28,294.34,287.88,289.6,291.23,291.8,290.31,285.996,294.68,295.15,296.15,296.15,294.73
2017-10-05 05:00:00,282.15,284.16,289.09,283.93,292.65,291.21,292.29,301.58,292.09,285.05,298.13,296.95,297.94,289.48,280.07,294.87,289.21,289.74,294.18,289.01,291.76,297.39,286.22,298.18,294.33,287.37,289.6,291.24,291.13,290.56,293.042,294.15,295.15,295.15,295.15,294.15
2017-10-05 06:00:00,281.38,282.77,287.19,283.13,291.68,290.21,290.96,300.01,291.48,284.6,297.9,296.28,297.16,289.48,279.84,294.87,288.76,289.35,294.18,288.12,290.52,297.53,285.39,298.29,292.57,285.87,289.06,291.14,289.13,290.81,293.042,296.59,296.15,295.59,295.65,296.54
2017-10-05 07:00:00,281.35,282.04,286.86,282.03,290.6,289.37,289.96,298.66,290.81,284.04,296.37,295.34,296.74,289.64,280.58,294.58,288.62,288.94,294.18,287.91,288.81,297.37,284.89,298.15,292.53,285.11,288.89,291.06,288.45,291.07,293.042,299.15,297.66,297.36,297.55,299.15
2017-10-05 08:00:00,280.41,281.44,285.51,281.13,289.35,288.13,289.92,297.99,289.42,283.37,296.37,294.88,296.93,290.15,280.8,294.29,287.57,288.53,293.68,287.24,287.22,297.53,284.48,298.87,292.11,284.61,288.4,290.9,287.45,291.61,298.641,300.04,299.17,298.37,298.55,299.93
2017-10-05 09:00:00,279.88,280.53,284.51,280.74,289.31,287.75,288.57,297.82,289.1,282.69,295.9,294.46,296.24,290.15,281.51,294.44,287.93,287.34,293.43,286.69,287.03,297.35,284.22,297.91,291.74,283.85,288.14,290.3,286.8,291.43,298.641,300.59,300.16,300.15,300.15,300.54
2017-10-05 10:00:00,279.64,280.02,284.08,279.85,289.06,287.6,288.07,296.66,289.06,283.14,295.15,293.96,296.38,290.48,282.51,294.29,287.84,287.15,293.4,286.46,286.43,297.19,283.97,297.39,291.55,283.6,288.23,289.83,285.07,291.07,298.641,300.59,300.7,301.15,301.15,300.54
2017-10-05 11:00:00,278.62,279.15,283.33,279.34,287.99,287.52,287.21,296.33,289.08,282.93,295.02,293.46,295.34,290.63,282.79,294.43,288.04,286.95,292.15,286.34,285.69,297.34,284.51,297.4,290.94,283.1,288.24,290.4,284.44,290.57,298.946,301.59,302.01,300.56,300.62,301.54
2017-10-05 12:00:00,279.08,278.65,283.36,279.15,287.37,286.13,287.05,295.5,288.11,283.26,294.93,292.96,295.59,291.47,283.15,294.29,287.35,287.34,291.74,285.95,284.47,297.49,284.05,297.81,290.99,283.72,289.14,290.56,284.72,290.4,298.946,301.15,303.01,300.56,300.62,301.15
2017-10-05 13:00:00,278.42,277.89,282.42,279.14,286.75,285.82,286.35,295.51,288.1,282.7,295.37,293.15,295.45,291.82,283.46,294.42,286.95,288.75,291.55,286.67,284.68,297.99,287.62,298.05,291.31,283.52,290.94,291.92,286.5,291.56,298.946,301.15,303.31,300.56,300.62,301.15
2017-10-05 14:00:00,277.9,277.52,282.62,277.84,287.15,285.63,285.53,295.16,288.59,282.53,296.65,295.4,297.64,292.15,284.29,294.72,288.3,291.35,291.63,289.74,287.62,299.48,292.14,299.13,292.15,286.94,293.8,294.4,287.39,293.53,296.523,300.71,305.38,298.96,299.08,300.76
2017-10-05 15:00:00,278.09,278.0,282.4,277.96,286.64,285.82,288.95,294.82,289.89,283.81,297.15,295.69,297.84,293.78,285.57,295.72,290.39,291.95,291.64,292.96,289.84,300.64,295.6,298.94,292.63,289.36,296.6,295.75,287.43,295.31,296.523,299.15,304.66,299.15,299.15,299.15
2017-10-05 16:00:00,278.5,281.55,283.82,278.03,288.2,288.13,291.29,297.37,292.09,285.91,298.53,297.96,300.49,295.34,286.6,296.97,292.85,297.95,291.63,295.96,291.84,300.48,297.23,299.17,291.97,291.15,298.31,297.54,288.41,297.23,296.523,299.15,304.15,298.56,298.62,299.15
2017-10-05 17:00:00,282.48,284.56,287.49,281.64,291.15,292.0,292.98,299.64,294.53,287.34,300.02,299.97,301.14,295.3,287.99,298.24,295.03,298.55,292.15,297.87,293.64,300.65,298.56,299.38,291.31,291.96,299.98,299.53,289.78,297.84,293.055,298.15,302.15,296.96,297.08,298.15
2017-10-05 18:00:00,284.92,287.13,290.31,284.44,294.44,295.22,295.2,301.82,294.45,288.8,301.52,301.88,302.85,296.14,288.76,299.15,295.34,300.34,292.65,299.05,294.76,300.74,299.56,300.47,290.81,293.56,300.61,300.07,290.45,299.15,293.055,298.15,302.15,298.15,298.15,298.15
2017-10-05 19:00:00,286.73,288.98,292.98,286.59,297.09,298.01,296.59,303.85,294.92,289.81,303.03,302.47,303.15,296.15,289.83,300.14,296.64,300.94,293.16,299.65,295.72,300.82,300.05,301.28,290.64,294.37,299.97,300.69,291.45,299.6,293.055,298.15,301.15,298.15,298.15,298.15
2017-10-05 20:00:00,288.58,291.84,295.14,289.37,299.49,298.94,298.94,306.15,295.59,290.58,303.38,303.21,303.44,296.47,290.15,300.49,297.25,301.34,293.82,300.32,296.93,299.35,300.88,301.48,290.82,294.75,299.74,300.81,291.8,299.41,291.568,297.71,300.15,298.15,298.15,297.76
2017-10-05 21:00:00,289.4,293.84,297.55,290.75,300.15,299.41,299.59,307.15,295.66,290.92,303.49,303.65,303.45,296.62,289.68,300.48,297.37,301.54,294.13,300.93,297.16,297.75,300.56,301.71,290.98,295.15,299.43,299.73,291.45,298.92,291.568,297.71,299.15,298.793,298.793,297.76
2017-10-05 22:00:00,289.83,294.49,298.98,291.85,300.92,299.9,301.35,307.59,293.87,290.89,304.02,303.69,303.34,296.99,289.36,300.28,297.25,301.54,294.37,300.24,297.37,298.93,300.32,301.48,291.14,295.15,298.49,299.3,290.8,298.23,291.568,296.15,298.15,298.793,298.793,296.15
2017-10-05 23:00:00,290.64,295.53,299.56,293.15,301.04,299.8,301.33,309.15,293.62,290.7,304.04,303.65,302.71,296.63,288.65,299.47,295.52,300.76,294.21,299.35,295.48,298.99,297.82,301.37,290.98,294.13,297.16,299.06,290.12,295.34,291.135,296.15,291.76,298.76,298.76,296.15
2017-10-06 00:00:00,291.04,296.39,299.66,293.37,301.16,298.87,301.14,309.04,292.87,290.04,303.4,303.16,302.02,296.14,287.68,298.18,294.16,298.16,293.59,297.78,294.47,298.82,294.08,301.15,290.99,292.32,296.74,297.61,289.78,294.64,291.135,295.15,291.76,298.76,298.76,295.15
2017-10-06 01:00:00,290.43,295.9,298.67,293.26,300.51,298.08,300.47,308.53,291.63,288.03,301.41,301.17,299.36,295.51,287.15,296.49,292.76,293.14,293.17,294.69,292.65,298.83,291.25,300.82,291.15,291.11,295.56,297.31,289.1,292.9,291.135,295.15,298.15,298.76,298.76,295.15
2017-10-06 02:00:00,288.05,292.09,296.68,291.95,298.69,296.22,298.85,307.37,290.88,286.12,298.92,298.9,297.04,294.8,286.58,296.32,291.97,292.14,292.98,292.77,292.15,298.66,290.31,300.59,290.81,290.91,294.4,296.31,288.45,292.81,288.639,294.15,290.039,298.789,298.789,294.15
2017-10-06 03:00:00,285.16,288.3,293.04,289.26,296.62,293.72,295.12,305.04,290.64,286.52,298.26,298.09,297.25,294.44,286.36,295.43,291.55,290.94,292.96,291.95,291.35,298.49,289.15,300.59,290.76,290.37,293.65,294.61,288.1,292.22,288.639,294.68,296.15,298.789,298.789,294.73
2017-10-06 04:00:00,283.55,286.9,290.7,286.34,294.87,291.99,294.14,303.16,290.38,285.92,297.37,297.59,295.84,294.46,285.99,295.01,291.5,290.54,293.44,290.8,289.85,298.51,288.06,300.7,290.34,289.61,293.65,294.6,288.13,291.47,288.639,294.71,296.15,291.26,291.53,294.76
2017-10-06 05:00:00,282.73,285.39,289.65,284.84,293.68,290.91,292.79,301.59,290.1,285.92,297.01,296.65,295.43,294.49,285.62,295.0,291.05,289.94,293.69,290.43,289.15,298.17,287.32,300.77,290.34,289.11,293.24,293.92,287.78,291.13,293.303,294.15,295.15,290.77,291.02,294.15
2017-10-06 06:00:00,283.28,283.54,288.52,283.43,292.57,289.56,291.97,299.84,290.13,285.16,296.15,295.77,294.54,294.15,285.37,294.71,290.14,288.74,293.69,289.57,289.16,298.32,286.78,300.65,290.34,287.93,292.82,293.23,286.48,289.84,293.303,296.15,295.66,293.37,293.55,296.15
2017-10-06 07:00:00,281.59,282.77,286.53,282.69,291.76,288.57,291.56,298.99,289.13,284.37,295.27,295.41,294.04,294.14,284.29,294.7,290.25,288.54,293.67,289.35,288.94,298.0,286.8,300.64,290.14,287.56,291.97,292.91,285.8,288.69,293.303,298.15,297.17,295.96,296.08,298.15
2017-10-06 08:00:00,280.81,281.78,285.77,282.04,290.6,287.92,291.58,297.01,289.11,284.93,295.02,294.64,293.94,293.64,283.51,294.71,290.05,287.54,292.67,289.13,288.84,297.76,286.31,300.65,290.34,287.68,291.73,292.45,285.8,287.92,298.739,300.15,298.66,298.56,298.62,300.15
2017-10-06 09:00:00,281.06,280.46,284.93,281.04,290.24,287.06,290.12,296.01,288.45,284.77,294.15,294.21,293.54,293.17,282.82,295.02,289.85,287.34,291.88,288.63,288.25,297.95,285.98,300.52,290.14,287.34,291.24,292.06,284.77,286.91,298.739,299.04,300.15,300.15,300.15,298.93
2017-10-06 10:00:00,281.04,280.28,284.1,280.34,289.06,287.39,289.02,294.82,287.43,284.4,294.03,293.71,293.44,292.98,282.37,294.73,289.85,286.95,291.92,288.23,287.95,297.66,285.81,300.4,290.14,287.11,291.07,291.76,284.1,286.08,298.739,300.59,302.15,300.74,300.68,300.54
2017-10-06 11:00:00,280.47,279.86,283.77,279.85,289.15,286.67,289.05,294.49,287.17,284.51,293.81,293.52,293.34,293.12,281.58,294.29,289.84,286.95,292.15,288.23,287.84,297.36,285.39,300.53,289.8,287.62,290.57,291.89,283.81,285.62,300.143,300.59,302.66,301.93,301.75,300.54
2017-10-06 12:00:00,279.78,279.28,283.1,279.34,287.83,285.48,290.55,292.82,287.38,284.39,293.69,293.33,293.15,293.65,281.07,293.85,289.54,286.35,291.75,288.32,287.26,297.63,285.39,300.59,289.8,288.14,290.52,291.99,283.78,285.39,300.143,301.15,304.66,302.34,302.22,301.15
2017-10-06 13:00:00,282.14,278.78,282.92,279.26,286.92,285.56,291.95,292.15,288.12,284.26,293.58,293.13,293.54,293.82,281.43,293.85,289.43,289.15,291.83,289.21,287.04,298.15,289.14,300.71,290.3,287.54,293.51,293.56,284.78,287.83,300.143,301.71,304.66,301.15,301.15,301.76
2017-10-06 14:00:00,281.3,278.15,282.59,279.43,287.14,285.13,291.76,291.49,288.14,284.26,296.02,295.68,296.54,293.49,283.15,293.98,289.96,292.15,291.99,292.13,287.14,299.48,293.47,302.14,290.64,288.35,295.51,295.32,285.53,290.83,297.981,300.15,304.66,301.15,301.15,300.15
2017-10-06 15:00:00,281.9,278.77,282.75,279.03,287.0,285.34,293.14,291.37,289.14,284.28,298.15,298.15,299.54,294.34,284.86,295.12,290.04,295.95,292.17,294.41,287.95,300.55,296.39,302.37,291.65,289.75,297.06,296.73,286.78,292.91,297.981,300.15,304.77,299.56,299.62,300.15
2017-10-06 16:00:00,282.51,281.57,285.34,279.73,289.4,288.7,294.95,294.57,291.16,285.76,298.65,298.15,299.93,294.96,286.57,296.99,290.55,298.69,293.36,296.78,288.54,300.97,298.06,303.26,292.29,290.34,298.4,297.81,288.48,294.96,297.981,299.15,304.15,299.15,299.15,299.15
2017-10-06 17:00:00,283.32,281.89,289.23,282.13,292.75,294.6,297.15,297.7,294.19,287.13,299.76,300.62,301.35,295.97,287.28,298.58,291.04,299.55,294.38,299.23,289.25,302.13,299.15,303.37,292.64,290.97,298.72,297.73,289.8,295.63,292.379,298.15,303.15,299.15,299.15,298.15
2017-10-06 18:00:00,284.93,286.28,291.88,284.81,296.51,298.22,297.94,300.64,296.16,288.13,300.71,301.68,302.15,296.28,287.94,299.57,292.05,300.55,294.82,300.04,289.25,302.64,300.15,303.71,293.81,291.75,299.33,299.6,290.83,295.39,292.379,297.64,302.15,299.529,299.529,297.67
2017-10-06 19:00:00,285.31,288.37,294.58,286.82,300.21,300.65,298.8,302.65,297.92,289.39,301.38,302.78,302.46,296.29,287.88,299.74,293.03,301.13,295.57,300.35,289.38,302.13,300.65,303.51,294.34,291.77,299.24,299.99,291.48,294.38,292.379,297.64,301.15,299.529,299.529,297.67
2017-10-06 20:00:00,287.16,290.56,297.31,288.37,302.88,301.58,299.47,304.36,298.9,290.74,302.28,303.46,303.24,296.62,287.09,300.44,293.4,301.55,296.12,300.95,290.04,302.72,301.33,302.49,293.98,292.35,299.31,299.65,290.48,293.56,288.086,297.71,300.15,299.611,299.611,297.76
2017-10-06 21:00:00,287.15,292.37,298.93,289.81,304.69,302.22,300.75,306.02,298.9,290.26,302.47,304.15,303.45,296.33,286.36,300.58,293.76,301.54,297.85,301.15,290.03,302.3,301.33,302.48,293.66,291.96,298.91,298.64,291.8,293.32,288.086,297.15,299.15,299.611,299.611,297.15
2017-10-06 22:00:00,287.14,294.24,300.5,290.55,305.4,302.79,301.35,307.02,298.4,288.67,302.92,304.15,302.95,297.15,286.44,300.57,294.05,301.15,297.97,301.15,290.15,301.64,300.79,302.03,293.66,292.35,297.89,296.61,291.15,292.77,288.086,297.15,299.15,299.611,299.611,297.15
2017-10-06 23:00:00,287.14,295.29,302.25,291.26,305.28,302.93,301.13,308.05,296.66,286.76,303.27,303.96,302.95,297.82,286.51,299.81,293.6,299.96,297.19,300.15,289.95,300.74,297.51,301.93,293.17,291.14,295.71,295.7,289.8,291.78,285.821,296.15,291.396,299.571,299.571,296.15
2017-10-07 00:00:00,287.13,294.72,302.52,290.85,305.04,302.06,300.8,308.35,294.14,286.91,301.73,301.9,300.26,297.36,286.51,299.71,293.16,296.33,296.19,298.96,289.71,300.35,293.98,301.37,292.3,290.75,294.61,293.91,287.42,290.31,285.821,295.15,291.396,299.571,299.571,295.15
2017-10-07 01:00:00,287.53,293.87,301.16,289.95,304.88,301.21,300.47,307.95,291.38,285.71,300.53,301.29,299.75,296.66,286.15,298.58,292.65,294.74,295.39,297.35,289.81,299.74,292.32,301.15,291.98,290.34,294.24,293.6,287.12,289.24,285.821,295.15,291.396,299.571,299.571,295.15
2017-10-07 02:00:00,287.38,291.39,299.09,289.59,303.43,298.93,297.97,305.66,288.85,284.47,298.65,299.4,298.15,296.66,286.15,298.13,292.59,293.15,295.2,296.75,290.49,299.14,291.64,301.26,291.81,290.14,294.07,293.53,285.42,288.46,284.506,294.15,289.881,299.456,299.456,294.15
2017-10-07 03:00:00,286.75,290.85,295.59,288.16,300.21,296.36,295.29,303.86,287.87,283.46,297.27,298.65,296.03,296.48,286.15,297.29,292.45,292.94,294.95,296.04,290.14,298.6,290.79,301.37,291.56,290.36,294.15,293.48,285.1,288.01,284.506,294.15,289.881,299.456,299.456,294.15
2017-10-07 04:00:00,286.77,288.53,293.12,286.76,297.96,294.35,294.12,302.03,287.38,283.24,296.52,297.9,294.79,296.13,286.15,296.86,292.48,292.54,294.69,296.15,290.47,298.38,290.47,301.37,290.95,289.87,293.35,293.37,284.77,287.62,284.506,293.68,295.15,291.15,291.15,293.73
2017-10-07 05:00:00,285.75,288.41,291.26,285.95,296.15,292.2,292.29,298.65,286.05,282.12,296.02,297.4,294.33,295.79,286.15,296.57,292.84,291.56,294.18,296.27,290.81,298.55,290.39,301.29,291.15,289.88,292.52,293.31,283.42,287.55,292.53,295.03,295.15,293.15,293.15,295.07
2017-10-07 06:00:00,284.91,288.0,290.54,285.35,294.57,291.68,291.29,297.98,285.42,282.0,295.52,296.62,294.54,294.3,285.88,296.43,293.54,290.72,294.4,296.37,290.93,298.77,290.23,301.15,290.95,289.89,291.89,292.62,282.42,287.84,292.53,295.71,295.15,293.15,293.15,295.76
2017-10-07 07:00:00,284.9,287.52,287.95,285.15,293.68,290.37,290.25,296.47,283.4,281.79,294.7,296.36,294.35,293.14,285.84,295.87,293.34,289.35,293.9,296.04,291.65,298.76,289.64,301.15,291.15,290.13,290.97,291.6,282.42,287.77,292.53,298.15,297.66,296.15,296.15,298.15
2017-10-07 08:00:00,284.66,287.43,287.11,285.14,292.75,290.06,289.46,294.51,283.1,280.79,294.26,295.52,294.06,293.03,286.08,295.72,293.45,289.95,292.89,295.93,291.66,298.76,289.22,301.15,290.76,289.87,290.97,291.73,282.42,288.0,299.817,299.59,298.66,298.96,299.08,299.54
2017-10-07 09:00:00,283.69,286.72,285.94,284.81,292.47,289.21,289.12,294.01,282.74,280.9,294.05,295.09,294.24,292.15,285.72,295.57,292.95,290.75,293.16,295.75,291.65,298.76,288.97,301.15,290.76,290.14,290.79,291.73,282.44,288.74,299.817,300.59,300.66,299.56,299.62,300.54
2017-10-07 10:00:00,283.42,285.91,285.71,284.43,292.05,288.56,287.8,293.18,281.74,280.79,293.59,295.08,294.13,292.15,285.69,295.72,293.05,291.14,292.68,295.7,291.59,298.54,289.22,301.15,290.56,290.86,290.55,291.39,283.19,288.46,299.817,301.48,302.17,300.74,300.68,301.32
2017-10-07 11:00:00,282.96,286.44,284.92,284.14,290.59,287.74,287.46,292.18,281.05,281.67,293.04,295.15,295.15,291.95,285.43,294.84,292.65,291.15,292.17,295.37,291.59,298.57,289.81,301.15,291.17,291.14,290.25,290.93,283.48,288.61,302.079,301.04,305.15,301.15,301.15,300.93
2017-10-07 12:00:00,282.43,286.01,284.6,283.69,290.06,287.71,288.33,292.18,279.85,281.45,292.6,294.45,294.81,290.31,285.44,295.28,292.25,291.53,291.77,295.15,291.95,298.17,290.31,301.15,291.15,291.15,290.69,291.53,283.86,288.76,302.079,301.59,306.15,301.74,301.68,301.54
2017-10-07 13:00:00,281.9,285.14,283.93,283.36,289.81,287.06,286.37,290.35,278.84,281.35,292.48,294.47,294.92,288.82,285.15,295.55,292.26,293.74,292.15,295.15,292.14,298.13,291.48,301.15,291.62,291.15,292.77,293.48,284.12,289.48,302.079,301.15,307.15,302.34,302.22,301.15
2017-10-07 14:00:00,280.5,284.51,283.43,282.68,288.9,287.27,286.56,289.77,280.38,282.02,295.4,295.68,296.81,288.96,285.36,295.99,293.91,295.34,293.15,295.55,292.47,300.14,293.06,301.59,293.44,291.15,295.34,294.92,285.75,290.92,299.972,301.15,307.15,301.74,301.68,301.15
2017-10-07 15:00:00,280.69,284.26,283.1,282.47,288.5,286.98,287.64,290.34,284.08,284.55,295.37,295.83,297.04,289.15,285.55,297.68,294.83,296.35,294.63,296.32,294.14,301.15,294.33,302.92,295.76,291.76,297.53,296.69,287.07,292.61,299.972,300.15,307.66,301.34,301.22,300.15
2017-10-07 16:00:00,281.09,285.86,285.01,282.24,290.89,291.25,291.79,293.54,287.41,287.97,297.27,296.42,298.93,290.29,285.94,299.72,296.12,296.55,297.14,296.95,296.14,301.98,294.88,303.59,295.96,292.36,299.14,298.23,288.38,294.07,299.972,299.15,307.15,299.74,299.68,299.15
2017-10-07 17:00:00,282.92,286.86,289.24,283.74,295.27,297.58,295.55,297.37,288.65,291.91,298.82,297.9,300.74,291.31,286.62,300.89,298.0,297.15,298.49,298.06,297.85,303.16,294.78,303.93,298.15,292.79,300.35,299.42,288.93,295.31,292.197,298.59,306.15,298.56,298.62,298.54
2017-10-07 18:00:00,284.34,287.56,292.31,285.34,299.27,301.0,296.61,300.14,289.92,293.47,300.91,299.79,302.76,291.82,287.35,300.35,298.78,297.55,300.15,299.35,299.15,303.97,295.06,304.59,299.46,293.81,300.24,299.73,288.26,296.85,292.197,298.15,304.13,299.15,299.15,298.15
2017-10-07 19:00:00,285.55,289.14,294.42,286.59,302.15,304.38,298.63,302.54,291.12,295.47,302.86,300.88,304.26,293.81,289.02,297.3,298.79,300.36,301.15,300.55,299.81,304.29,294.96,304.39,299.63,295.62,300.57,299.4,289.45,297.16,292.197,298.15,303.13,298.15,298.15,298.15
2017-10-07 20:00:00,286.55,289.85,296.97,286.85,304.38,304.71,300.55,304.7,293.39,296.04,303.3,301.79,303.81,295.16,289.95,295.36,298.7,301.33,301.19,300.33,299.7,304.77,295.23,304.26,300.28,297.15,300.57,298.38,290.05,297.39,289.195,297.71,301.77,297.15,297.15,297.76
2017-10-07 21:00:00,286.94,290.4,299.05,288.24,305.32,305.83,301.13,305.95,294.17,296.82,303.54,303.59,304.85,295.83,290.95,292.47,294.5,301.54,300.18,300.24,301.14,304.15,295.23,303.93,300.15,297.15,300.15,298.38,290.72,297.0,289.195,297.15,301.15,300.67,300.67,297.15
2017-10-07 22:00:00,286.35,289.9,300.31,288.64,305.66,304.72,302.13,306.75,295.14,297.39,303.16,303.59,305.15,296.5,291.95,294.0,290.37,301.54,298.2,300.05,300.93,303.93,294.87,303.26,300.33,297.19,298.97,297.61,290.4,295.65,289.195,295.15,300.15,300.67,300.67,295.15
2017-10-07 23:00:00,286.91,289.89,300.57,287.45,305.99,303.86,303.15,307.26,295.65,297.71,302.77,303.58,305.05,296.5,292.08,295.31,290.04,300.76,296.14,299.42,300.38,302.56,294.42,302.52,298.6,297.17,297.07,296.45,290.55,295.14,287.757,295.15,293.932,300.432,300.432,295.15
2017-10-08 00:00:00,286.34,289.52,298.49,287.04,304.77,302.87,303.15,307.15,294.91,297.37,301.61,301.3,304.5,295.7,290.62,295.0,289.96,299.14,295.95,298.85,299.15,301.35,294.4,302.15,296.78,295.55,296.34,295.99,290.97,294.69,287.757,295.15,293.932,300.432,300.432,295.15
2017-10-08 01:00:00,285.54,289.3,296.58,287.04,303.4,301.79,302.17,306.81,292.11,294.94,300.39,297.73,300.55,292.86,287.89,293.47,289.96,299.14,292.36,297.87,298.6,300.96,294.15,301.52,296.15,295.16,296.06,295.46,290.73,293.91,287.757,295.15,293.932,300.432,300.432,295.15
2017-10-08 02:00:00,284.52,287.39,294.82,286.54,301.69,299.22,300.53,305.27,287.88,292.36,299.53,295.94,299.64,291.54,287.15,292.13,289.95,298.94,292.21,297.42,296.98,300.94,293.78,301.48,296.16,294.77,295.89,295.65,290.38,293.56,287.16,294.15,293.385,299.936,299.936,294.15
2017-10-08 03:00:00,283.14,286.27,291.44,285.14,298.69,295.57,297.65,302.14,286.54,290.67,298.6,294.62,299.45,289.47,286.94,291.16,290.26,298.55,291.43,297.33,295.72,300.41,294.15,301.39,296.57,293.91,295.73,295.57,290.43,293.91,287.16,295.2,295.15,294.15,294.15,295.28
2017-10-08 04:00:00,282.53,286.3,290.07,284.48,297.1,292.76,295.47,299.77,284.37,288.24,297.93,293.27,299.24,288.43,287.15,289.7,289.59,298.34,290.45,297.37,293.24,300.15,294.06,301.15,296.77,294.4,295.81,295.4,290.38,293.91,287.16,295.26,294.77,291.63,291.8,295.37
